"contr_country","client_country"
"Sweden","South Korea"
"Sweden","Spain"
"Sweden","Sri Lanka"
"Sweden","Swaziland"
"Sweden","Sweden"
"Sweden","Switzerland"
"Sweden","Taiwan"
"Sweden","Tanzania"
"Sweden","Thailand"
"Sweden","Tonga"
"Sweden","Trinidad and Tobago"
"Sweden","Tunisia"
"Sweden","Turkey"
"Sweden","Turkmenistan"
"Sweden","Tuvalu"
"Sweden","Uganda"
"Sweden","Ukraine"
"Sweden","United Arab Emirates"
"Sweden","United Kingdom"
"Sweden","United States"
"Sweden","United States Minor Outlying Islands"
"Sweden","United States Virgin Islands"
"Sweden","Uruguay"
"Sweden","Vanuatu"
"Sweden","Venezuela"
"Sweden","Vietnam"
"Sweden","Yemen"
"Switzerland","Algeria"
"Switzerland","Andorra"
"Switzerland","Angola"
"Switzerland","Antigua and Barbuda"
"Switzerland","Argentina"
"Switzerland","Australia"
"Switzerland","Austria"
"Switzerland","Bahamas"
"Switzerland","Bahrain"
"Switzerland","Bangladesh"
"Switzerland","Barbados"
"Switzerland","Belgium"
"Switzerland","Belize"
"Switzerland","Bermuda"
"Switzerland","Bosnia and Herzegovina"
"Switzerland","Brazil"
"Switzerland","British Virgin Islands"
"Switzerland","Bulgaria"
"Switzerland","Cambodia"
"Switzerland","Canada"
"Switzerland","Chile"
"Switzerland","China"
"Switzerland","Colombia"
"Switzerland","Costa Rica"
"Switzerland","Croatia"
"Switzerland","Cyprus"
"Switzerland","Czech Republic"
"Switzerland","Denmark"
"Switzerland","Dominican Republic"
"Switzerland","Ecuador"
"Switzerland","Egypt"
"Switzerland","El Salvador"
"Switzerland","Estonia"
"Switzerland","Finland"
"Switzerland","France"
"Switzerland","Gabon"
"Switzerland","Georgia"
"Switzerland","Germany"
"Switzerland","Gibraltar"
"Switzerland","Greece"
"Switzerland","Greenland"
"Switzerland","Guatemala"
"Switzerland","Hong Kong"
"Switzerland","Hungary"
"Switzerland","Iceland"
"Switzerland","India"
"Switzerland","Indonesia"
"Switzerland","Ireland"
"Switzerland","Israel"
"Switzerland","Italy"
"Switzerland","Japan"
"Switzerland","Jordan"
"Switzerland","Kenya"
"Switzerland","Kuwait"
"Switzerland","Laos"
"Switzerland","Lebanon"
"Switzerland","Lithuania"
"Switzerland","Luxembourg"
"Switzerland","Macao"
"Switzerland","Malaysia"
"Switzerland","Malta"
"Switzerland","Mauritius"
"Switzerland","Mexico"
"Switzerland","Moldova"
"Switzerland","Monaco"
"Switzerland","Morocco"
"Switzerland","Nepal"
"Switzerland","Netherlands"
"Switzerland","New Zealand"
"Switzerland","Norway"
"Switzerland","Oman"
"Switzerland","Pakistan"
"Switzerland","Palestinian Territories"
"Switzerland","Panama"
"Switzerland","Peru"
"Switzerland","Philippines"
"Switzerland","Poland"
"Switzerland","Portugal"
"Switzerland","Puerto Rico"
"Switzerland","Qatar"
"Switzerland","Romania"
"Switzerland","Russia"
"Switzerland","Saudi Arabia"
"Switzerland","Serbia"
"Switzerland","Seychelles"
"Switzerland","Singapore"
"Switzerland","Slovakia"
"Switzerland","Slovenia"
"Switzerland","South Africa"
"Switzerland","South Korea"
"Switzerland","Spain"
"Switzerland","Sri Lanka"
"Switzerland","Sweden"
"Switzerland","Switzerland"
"Switzerland","Tanzania"
"Switzerland","Thailand"
"Switzerland","Trinidad and Tobago"
"Switzerland","Tunisia"
"Switzerland","Turkey"
"Switzerland","Ukraine"
"Switzerland","United Arab Emirates"
"Switzerland","United Kingdom"
"Switzerland","United States"
"Switzerland","United States Minor Outlying Islands"
"Switzerland","United States Virgin Islands"
"Switzerland","Vanuatu"
"Switzerland","Vietnam"
"Taiwan","Algeria"
"Taiwan","American Samoa"
"Taiwan","Andorra"
"Taiwan","Argentina"
"Taiwan","Aruba"
"Taiwan","Australia"
"Taiwan","Austria"
"Taiwan","Bahrain"
"Taiwan","Bangladesh"
"Taiwan","Belgium"
"Taiwan","Bermuda"
"Taiwan","Bhutan"
"Taiwan","Brazil"
"Taiwan","British Virgin Islands"
"Taiwan","Bulgaria"
"Taiwan","Canada"
"Taiwan","Chile"
"Taiwan","China"
"Taiwan","Colombia"
"Taiwan","Croatia"
"Taiwan","Cyprus"
"Taiwan","Denmark"
"Taiwan","Egypt"
"Taiwan","Estonia"
"Taiwan","Finland"
"Taiwan","France"
"Taiwan","Germany"
"Taiwan","Greece"
"Taiwan","Guatemala"
"Taiwan","Hong Kong"
"Taiwan","Hungary"
"Taiwan","India"
"Taiwan","Indonesia"
"Taiwan","Ireland"
"Taiwan","Israel"
"Taiwan","Italy"
"Taiwan","Japan"
"Taiwan","Jordan"
"Taiwan","Kenya"
"Taiwan","Korea, Democratic People's Republic of"
"Taiwan","Lebanon"
"Taiwan","Lithuania"
"Taiwan","Luxembourg"
"Taiwan","Macedonia"
"Taiwan","Malaysia"
"Taiwan","Malta"
"Taiwan","Mexico"
"Taiwan","Mongolia"
"Taiwan","Morocco"
"Taiwan","Namibia"
"Taiwan","Nepal"
"Taiwan","Netherlands"
"Taiwan","New Zealand"
"Taiwan","Norway"
"Taiwan","Pakistan"
"Taiwan","Panama"
"Taiwan","Paraguay"
"Taiwan","Philippines"
"Taiwan","Poland"
"Taiwan","Portugal"
"Taiwan","Puerto Rico"
"Taiwan","Qatar"
"Taiwan","Romania"
"Taiwan","Russia"
"Taiwan","Saint Kitts and Nevis"
"Taiwan","Saudi Arabia"
"Taiwan","Singapore"
"Taiwan","Slovakia"
"Taiwan","Slovenia"
"Taiwan","South Africa"
"Taiwan","South Korea"
"Taiwan","Spain"
"Taiwan","Sri Lanka"
"Taiwan","Sweden"
"Taiwan","Switzerland"
"Taiwan","Taiwan"
"Taiwan","Thailand"
"Taiwan","Trinidad and Tobago"
"Taiwan","Turkey"
"Taiwan","Turkmenistan"
"Taiwan","Ukraine"
"Taiwan","United Arab Emirates"
"Taiwan","United Kingdom"
"Taiwan","United States"
"Taiwan","United States Virgin Islands"
"Taiwan","Vietnam"
"Tajikistan","Argentina"
"Tajikistan","Armenia"
"Tajikistan","Australia"
"Tajikistan","Austria"
"Tajikistan","Bangladesh"
"Tajikistan","Barbados"
"Tajikistan","Belgium"
"Tajikistan","Belize"
"Tajikistan","Brazil"
"Tajikistan","Bulgaria"
"Tajikistan","Canada"
"Tajikistan","Cayman Islands"
"Tajikistan","China"
"Tajikistan","Colombia"
"Tajikistan","Costa Rica"
"Tajikistan","Croatia"
"Tajikistan","Cyprus"
"Tajikistan","Czech Republic"
"Tajikistan","Denmark"
"Tajikistan","Ecuador"
"Tajikistan","Egypt"
"Tajikistan","Estonia"
"Tajikistan","France"
"Tajikistan","Germany"
"Tajikistan","Greece"
"Tajikistan","Greenland"
"Tajikistan","Guatemala"
"Tajikistan","Hong Kong"
"Tajikistan","India"
"Tajikistan","Indonesia"
"Tajikistan","Ireland"
"Tajikistan","Israel"
"Tajikistan","Italy"
"Tajikistan","Japan"
"Tajikistan","Jordan"
"Tajikistan","Lithuania"
"Tajikistan","Luxembourg"
"Tajikistan","Malaysia"
"Tajikistan","Malta"
"Tajikistan","Mauritius"
"Tajikistan","Mexico"
"Tajikistan","Netherlands"
"Tajikistan","Netherlands Antilles"
"Tajikistan","New Zealand"
"Tajikistan","Norway"
"Tajikistan","Oman"
"Tajikistan","Pakistan"
"Tajikistan","Philippines"
"Tajikistan","Poland"
"Tajikistan","Puerto Rico"
"Tajikistan","Romania"
"Tajikistan","Russia"
"Tajikistan","Saudi Arabia"
"Tajikistan","Serbia"
"Tajikistan","Singapore"
"Tajikistan","Slovenia"
"Tajikistan","South Africa"
"Tajikistan","Spain"
"Tajikistan","Sri Lanka"
"Tajikistan","Sweden"
"Tajikistan","Switzerland"
"Tajikistan","Thailand"
"Tajikistan","Trinidad and Tobago"
"Tajikistan","Turkey"
"Tajikistan","Ukraine"
"Tajikistan","United Arab Emirates"
"Tajikistan","United Kingdom"
"Tajikistan","United States"
"Tanzania","Algeria"
"Tanzania","American Samoa"
"Tanzania","Antarctica"
"Tanzania","Australia"
"Tanzania","Austria"
"Tanzania","Bangladesh"
"Tanzania","Belgium"
"Tanzania","Bolivia"
"Tanzania","Brazil"
"Tanzania","Bulgaria"
"Tanzania","Canada"
"Tanzania","China"
"Tanzania","Cyprus"
"Tanzania","Egypt"
"Tanzania","Ethiopia"
"Tanzania","Finland"
"Tanzania","France"
"Tanzania","Germany"
"Tanzania","Greece"
"Tanzania","Hong Kong"
"Tanzania","India"
"Tanzania","Indonesia"
"Tanzania","Ireland"
"Tanzania","Israel"
"Tanzania","Italy"
"Tanzania","Japan"
"Tanzania","Jordan"
"Tanzania","Kenya"
"Tanzania","Lebanon"
"Tanzania","Lithuania"
"Tanzania","Malaysia"
"Tanzania","Netherlands"
"Tanzania","New Zealand"
"Tanzania","Norway"
"Tanzania","Pakistan"
"Tanzania","Philippines"
"Tanzania","Poland"
"Tanzania","Romania"
"Tanzania","Russia"
"Tanzania","Saudi Arabia"
"Tanzania","Singapore"
"Tanzania","South Africa"
"Tanzania","Sri Lanka"
"Tanzania","Sweden"
"Tanzania","Switzerland"
"Tanzania","Turkey"
"Tanzania","United Arab Emirates"
"Tanzania","United Kingdom"
"Tanzania","United States"
"Tanzania","Venezuela"
"Thailand","245"
"Thailand","Albania"
"Thailand","Algeria"
"Thailand","American Samoa"
"Thailand","Andorra"
"Thailand","Anguilla"
"Thailand","Antarctica"
"Thailand","Argentina"
"Thailand","Armenia"
"Thailand","Aruba"
"Thailand","Australia"
"Thailand","Austria"
"Thailand","Bahamas"
"Thailand","Bahrain"
"Thailand","Bangladesh"
"Thailand","Barbados"
"Thailand","Belarus"
"Thailand","Belgium"
"Thailand","Belize"
"Thailand","Bolivia"
"Thailand","Brazil"
"Thailand","British Virgin Islands"
"Thailand","Brunei Darussalam"
"Thailand","Bulgaria"
"Thailand","Cambodia"
"Thailand","Cameroon"
"Thailand","Canada"
"Thailand","Cape Verde"
"Thailand","Chile"
"Thailand","China"
"Thailand","Colombia"
"Thailand","Costa Rica"
"Thailand","Croatia"
"Thailand","Cyprus"
"Thailand","Czech Republic"
"Thailand","Denmark"
"Thailand","Dominican Republic"
"Thailand","Ecuador"
"Thailand","Egypt"
"Thailand","El Salvador"
"Thailand","Estonia"
"Thailand","Ethiopia"
"Thailand","Finland"
"Thailand","France"
"Thailand","Gabon"
"Thailand","Germany"
"Thailand","Ghana"
"Thailand","Gibraltar"
"Thailand","Greece"
"Thailand","Greenland"
"Thailand","Grenada"
"Thailand","Guam"
"Thailand","Guatemala"
"Thailand","Hong Kong"
"Thailand","Hungary"
"Thailand","Iceland"
"Thailand","India"
"Thailand","Indonesia"
"Thailand","Ireland"
"Thailand","Israel"
"Thailand","Italy"
"Thailand","Jamaica"
"Thailand","Japan"
"Thailand","Jordan"
"Thailand","Kenya"
"Thailand","Kuwait"
"Thailand","Laos"
"Thailand","Latvia"
"Thailand","Lebanon"
"Thailand","Lithuania"
"Thailand","Luxembourg"
"Thailand","Macao"
"Thailand","Macedonia"
"Thailand","Malaysia"
"Thailand","Maldives"
"Thailand","Malta"
"Thailand","Mauritius"
"Thailand","Mexico"
"Thailand","Moldova"
"Thailand","Monaco"
"Thailand","Mongolia"
"Thailand","Montenegro"
"Thailand","Morocco"
"Thailand","Nepal"
"Thailand","Netherlands"
"Thailand","New Zealand"
"Thailand","Nicaragua"
"Thailand","Nigeria"
"Thailand","Northern Mariana Islands"
"Thailand","Norway"
"Thailand","Oman"
"Thailand","Pakistan"
"Thailand","Palestinian Territories"
"Thailand","Panama"
"Thailand","Paraguay"
"Thailand","Peru"
"Thailand","Philippines"
"Thailand","Poland"
"Thailand","Portugal"
"Thailand","Puerto Rico"
"Thailand","Qatar"
"Thailand","Romania"
"Thailand","Russia"
"Thailand","Saudi Arabia"
"Thailand","Serbia"
"Thailand","Singapore"
"Thailand","Slovenia"
"Thailand","South Africa"
"Thailand","South Korea"
"Thailand","Spain"
"Thailand","Sri Lanka"
"Thailand","Sweden"
"Thailand","Switzerland"
"Thailand","Taiwan"
"Thailand","Thailand"
"Thailand","Tokelau"
"Thailand","Trinidad and Tobago"
"Thailand","Tunisia"
"Thailand","Turkey"
"Thailand","Turkmenistan"
"Thailand","Ukraine"
"Thailand","United Arab Emirates"
"Thailand","United Kingdom"
"Thailand","United States"
"Thailand","United States Minor Outlying Islands"
"Thailand","United States Virgin Islands"
"Thailand","Uzbekistan"
"Thailand","Vanuatu"
"Thailand","Venezuela"
"Thailand","Vietnam"
"Thailand","Yemen"
"Togo","American Samoa"
"Togo","Australia"
"Togo","Bangladesh"
"Togo","Belgium"
"Togo","Brazil"
"Togo","Canada"
"Togo","China"
"Togo","France"
"Togo","Germany"
"Togo","Greece"
"Togo","India"
"Togo","Ireland"
"Togo","Israel"
"Togo","Italy"
"Togo","Jamaica"
"Togo","Japan"
"Togo","Lebanon"
"Togo","New Zealand"
"Togo","Norway"
"Togo","Spain"
"Togo","Sri Lanka"
"Togo","Sweden"
"Togo","Switzerland"
"Togo","United Arab Emirates"
"Togo","United Kingdom"
"Togo","United States"
"Tonga","Australia"
"Tonga","Bangladesh"
"Tonga","Bulgaria"
"Tonga","Canada"
"Tonga","Pakistan"
"Tonga","Singapore"
"Tonga","United Arab Emirates"
"Tonga","United Kingdom"
"Tonga","United States"
"Trinidad and Tobago","Albania"
"Trinidad and Tobago","Antarctica"
"Trinidad and Tobago","Argentina"
"Trinidad and Tobago","Aruba"
"Trinidad and Tobago","Australia"
"Trinidad and Tobago","Austria"
"Trinidad and Tobago","Bahamas"
"Trinidad and Tobago","Bahrain"
"Trinidad and Tobago","Bangladesh"
"Trinidad and Tobago","Barbados"
"Trinidad and Tobago","Belgium"
"Trinidad and Tobago","Bhutan"
"Trinidad and Tobago","Bolivia"
"Trinidad and Tobago","Brazil"
"Trinidad and Tobago","British Virgin Islands"
"Trinidad and Tobago","Canada"
"Trinidad and Tobago","Cayman Islands"
"Trinidad and Tobago","China"
"Trinidad and Tobago","Colombia"
"Trinidad and Tobago","Costa Rica"
"Trinidad and Tobago","Croatia"
"Trinidad and Tobago","Cyprus"
"Trinidad and Tobago","Czech Republic"
"Trinidad and Tobago","Denmark"
"Trinidad and Tobago","Egypt"
"Trinidad and Tobago","El Salvador"
"Trinidad and Tobago","Estonia"
"Trinidad and Tobago","Ethiopia"
"Trinidad and Tobago","Finland"
"Trinidad and Tobago","France"
"Trinidad and Tobago","Gabon"
"Trinidad and Tobago","Germany"
"Trinidad and Tobago","Greece"
"Trinidad and Tobago","Guatemala"
"Trinidad and Tobago","Hong Kong"
"Trinidad and Tobago","Hungary"
"Trinidad and Tobago","Iceland"
"Trinidad and Tobago","India"
"Trinidad and Tobago","Indonesia"
"Trinidad and Tobago","Ireland"
"Trinidad and Tobago","Israel"
"Trinidad and Tobago","Italy"
"Trinidad and Tobago","Japan"
"Trinidad and Tobago","Jordan"
"Trinidad and Tobago","Kazakhstan"
"Trinidad and Tobago","Kenya"
"Trinidad and Tobago","Kuwait"
"Trinidad and Tobago","Latvia"
"Trinidad and Tobago","Lebanon"
"Trinidad and Tobago","Lithuania"
"Trinidad and Tobago","Luxembourg"
"Trinidad and Tobago","Macao"
"Trinidad and Tobago","Macedonia"
"Trinidad and Tobago","Malaysia"
"Trinidad and Tobago","Mexico"
"Trinidad and Tobago","Monaco"
"Trinidad and Tobago","Netherlands"
"Trinidad and Tobago","New Zealand"
"Trinidad and Tobago","Norway"
"Trinidad and Tobago","Oman"
"Trinidad and Tobago","Pakistan"
"Trinidad and Tobago","Panama"
"Trinidad and Tobago","Philippines"
"Trinidad and Tobago","Poland"
"Trinidad and Tobago","Portugal"
"Trinidad and Tobago","Puerto Rico"
"Trinidad and Tobago","Qatar"
"Trinidad and Tobago","Romania"
"Trinidad and Tobago","Russia"
"Trinidad and Tobago","San Marino"
"Trinidad and Tobago","Saudi Arabia"
"Trinidad and Tobago","Serbia"
"Trinidad and Tobago","Seychelles"
"Trinidad and Tobago","Singapore"
"Trinidad and Tobago","Slovenia"
"Trinidad and Tobago","South Africa"
"Trinidad and Tobago","South Korea"
"Trinidad and Tobago","Spain"
"Trinidad and Tobago","Sri Lanka"
"Trinidad and Tobago","Swaziland"
"Trinidad and Tobago","Sweden"
"Trinidad and Tobago","Switzerland"
"Trinidad and Tobago","Taiwan"
"Trinidad and Tobago","Thailand"
"Trinidad and Tobago","Trinidad and Tobago"
"Trinidad and Tobago","Turkey"
"Trinidad and Tobago","Ukraine"
"Trinidad and Tobago","United Arab Emirates"
"Trinidad and Tobago","United Kingdom"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","United States Virgin Islands"
"Tunisia","244"
"Tunisia","245"
"Tunisia","Afghanistan"
"Tunisia","Albania"
"Tunisia","Algeria"
"Tunisia","American Samoa"
"Tunisia","Andorra"
"Tunisia","Angola"
"Tunisia","Anguilla"
"Tunisia","Antarctica"
"Tunisia","Antigua and Barbuda"
"Tunisia","Argentina"
"Tunisia","Armenia"
"Tunisia","Aruba"
"Tunisia","Australia"
"Tunisia","Austria"
"Tunisia","Azerbaijan"
"Tunisia","Bahamas"
"Tunisia","Bahrain"
"Tunisia","Bangladesh"
"Tunisia","Barbados"
"Tunisia","Belarus"
"Tunisia","Belgium"
"Tunisia","Belize"
"Tunisia","Benin"
"Tunisia","Bermuda"
"Tunisia","Bhutan"
"Tunisia","Bolivia"
"Tunisia","Bosnia and Herzegovina"
"Tunisia","Botswana"
"Tunisia","Brazil"
"Tunisia","British Virgin Islands"
"Tunisia","Brunei Darussalam"
"Tunisia","Bulgaria"
"Tunisia","Cambodia"
"Tunisia","Cameroon"
"Tunisia","Canada"
"Tunisia","Cape Verde"
"Tunisia","Cayman Islands"
"Tunisia","Central African Republic"
"Tunisia","Chile"
"Tunisia","China"
"Tunisia","Colombia"
"Tunisia","Costa Rica"
"Tunisia","Cote d'Ivoire"
"Tunisia","Croatia"
"Tunisia","Cyprus"
"Tunisia","Czech Republic"
"Tunisia","Denmark"
"Tunisia","Djibouti"
"Tunisia","Dominica"
"Tunisia","Dominican Republic"
"Tunisia","Ecuador"
"Tunisia","Egypt"
"Tunisia","El Salvador"
"Tunisia","Eritrea"
"Tunisia","Estonia"
"Tunisia","Ethiopia"
"Tunisia","Faroe Islands"
"Tunisia","Fiji"
"Tunisia","Finland"
"Tunisia","France"
"Tunisia","French Southern and Antarctic Lands"
"Tunisia","Gabon"
"Tunisia","Georgia"
"Tunisia","Germany"
"Tunisia","Ghana"
"Tunisia","Gibraltar"
"Tunisia","Greece"
"Tunisia","Greenland"
"Tunisia","Grenada"
"Tunisia","Guadeloupe"
"Tunisia","Guam"
"Tunisia","Guatemala"
"Tunisia","Guyana"
"Tunisia","Honduras"
"Tunisia","Hong Kong"
"Tunisia","Hungary"
"Tunisia","Iceland"
"Tunisia","India"
"Tunisia","Indonesia"
"Tunisia","Ireland"
"Tunisia","Israel"
"Tunisia","Italy"
"Tunisia","Jamaica"
"Tunisia","Japan"
"Tunisia","Jordan"
"Tunisia","Kazakhstan"
"Tunisia","Kenya"
"Tunisia","Kuwait"
"Tunisia","Laos"
"Tunisia","Latvia"
"Tunisia","Lebanon"
"Tunisia","Libya"
"Tunisia","Liechtenstein"
"Tunisia","Lithuania"
"Tunisia","Luxembourg"
"Tunisia","Macao"
"Tunisia","Macedonia"
"Tunisia","Madagascar"
"Tunisia","Malaysia"
"Tunisia","Maldives"
"Tunisia","Mali"
"Tunisia","Malta"
"Tunisia","Marshall Islands"
"Tunisia","Martinique"
"Tunisia","Mauritania"
"Tunisia","Mauritius"
"Tunisia","Mexico"
"Tunisia","Moldova"
"Tunisia","Monaco"
"Tunisia","Mongolia"
"Tunisia","Montenegro"
"Tunisia","Morocco"
"Tunisia","Namibia"
"Tunisia","Nepal"
"Tunisia","Netherlands"
"Tunisia","Netherlands Antilles"
"Tunisia","New Zealand"
"Tunisia","Nicaragua"
"Tunisia","Nigeria"
"Tunisia","Northern Mariana Islands"
"Tunisia","Norway"
"Tunisia","Oman"
"Tunisia","Pakistan"
"Tunisia","Palestinian Territories"
"Tunisia","Panama"
"Tunisia","Papua New Guinea"
"Tunisia","Paraguay"
"Tunisia","Peru"
"Tunisia","Philippines"
"Tunisia","Poland"
"Tunisia","Portugal"
"Tunisia","Puerto Rico"
"Tunisia","Qatar"
"Tunisia","Romania"
"Tunisia","Russia"
"Tunisia","Saint Kitts and Nevis"
"Tunisia","Saint Lucia"
"Tunisia","Saint Vincent and the Grenadines"
"Tunisia","San Marino"
"Tunisia","Saudi Arabia"
"Tunisia","Senegal"
"Tunisia","Serbia"
"Tunisia","Seychelles"
"Tunisia","Singapore"
"Tunisia","Slovakia"
"Tunisia","Slovenia"
"Tunisia","Solomon Islands"
"Tunisia","South Africa"
"Tunisia","South Korea"
"Tunisia","Spain"
"Tunisia","Sri Lanka"
"Tunisia","Swaziland"
"Tunisia","Sweden"
"Tunisia","Switzerland"
"Tunisia","Taiwan"
"Tunisia","Tajikistan"
"Tunisia","Tanzania"
"Tunisia","Thailand"
"Tunisia","Timor-Leste"
"Tunisia","Tokelau"
"Tunisia","Tonga"
"Tunisia","Trinidad and Tobago"
"Tunisia","Tunisia"
"Tunisia","Turkey"
"Tunisia","Turkmenistan"
"Tunisia","Turks and Caicos Islands"
"Tunisia","Tuvalu"
"Tunisia","Uganda"
"Tunisia","Ukraine"
"Tunisia","United Arab Emirates"
"Tunisia","United Kingdom"
"Tunisia","United States"
"Tunisia","United States Minor Outlying Islands"
"Tunisia","United States Virgin Islands"
"Tunisia","Uruguay"
"Tunisia","Vanuatu"
"Tunisia","Venezuela"
"Tunisia","Vietnam"
"Tunisia","Yemen"
"Tunisia","Zambia"
"Turkey","244"
"Turkey","Albania"
"Turkey","Algeria"
"Turkey","Andorra"
"Turkey","Antarctica"
"Turkey","Argentina"
"Turkey","Armenia"
"Turkey","Australia"
"Turkey","Austria"
"Turkey","Bahamas"
"Turkey","Bahrain"
"Turkey","Bangladesh"
"Turkey","Barbados"
"Turkey","Belarus"
"Turkey","Belgium"
"Turkey","Belize"
"Turkey","Bermuda"
"Turkey","Bosnia and Herzegovina"
"Turkey","Brazil"
"Turkey","British Virgin Islands"
"Turkey","Brunei Darussalam"
"Turkey","Bulgaria"
"Turkey","Cambodia"
"Turkey","Cameroon"
"Turkey","Canada"
"Turkey","Cape Verde"
"Turkey","Cayman Islands"
"Turkey","Central African Republic"
"Turkey","Chile"
"Turkey","China"
"Turkey","Colombia"
"Turkey","Costa Rica"
"Turkey","Croatia"
"Turkey","Cyprus"
"Turkey","Czech Republic"
"Turkey","Denmark"
"Turkey","Dominican Republic"
"Turkey","Ecuador"
"Turkey","Egypt"
"Turkey","El Salvador"
"Turkey","Estonia"
"Turkey","Ethiopia"
"Turkey","Finland"
"Turkey","France"
"Turkey","Gabon"
"Turkey","Georgia"
"Turkey","Germany"
"Turkey","Ghana"
"Turkey","Gibraltar"
"Turkey","Greece"
"Turkey","Greenland"
"Turkey","Guatemala"
"Turkey","Guyana"
"Turkey","Hong Kong"
"Turkey","Hungary"
"Turkey","Iceland"
"Turkey","India"
"Turkey","Indonesia"
"Turkey","Ireland"
"Turkey","Israel"
"Turkey","Italy"
"Turkey","Jamaica"
"Turkey","Japan"
"Turkey","Jordan"
"Turkey","Kazakhstan"
"Turkey","Kenya"
"Turkey","Kuwait"
"Turkey","Laos"
"Turkey","Latvia"
"Turkey","Lebanon"
"Turkey","Liechtenstein"
"Turkey","Lithuania"
"Turkey","Luxembourg"
"Turkey","Macedonia"
"Turkey","Malaysia"
"Turkey","Malta"
"Turkey","Mexico"
"Turkey","Moldova"
"Turkey","Monaco"
"Turkey","Montenegro"
"Turkey","Morocco"
"Turkey","Namibia"
"Turkey","Nepal"
"Turkey","Netherlands"
"Turkey","Netherlands Antilles"
"Turkey","New Zealand"
"Turkey","Nigeria"
"Turkey","Norway"
"Turkey","Oman"
"Turkey","Pakistan"
"Turkey","Palestinian Territories"
"Turkey","Panama"
"Turkey","Papua New Guinea"
"Turkey","Paraguay"
"Turkey","Peru"
"Turkey","Philippines"
"Turkey","Poland"
"Turkey","Portugal"
"Turkey","Puerto Rico"
"Turkey","Qatar"
"Turkey","Romania"
"Turkey","Russia"
"Turkey","Saint Kitts and Nevis"
"Turkey","Saudi Arabia"
"Turkey","Serbia"
"Turkey","Seychelles"
"Turkey","Singapore"
"Turkey","Slovakia"
"Turkey","Slovenia"
"Turkey","South Africa"
"Turkey","South Korea"
"Turkey","Spain"
"Turkey","Sri Lanka"
"Turkey","Swaziland"
"Turkey","Sweden"
"Turkey","Switzerland"
"Turkey","Taiwan"
"Turkey","Tajikistan"
"Turkey","Tanzania"
"Turkey","Thailand"
"Turkey","Trinidad and Tobago"
"Turkey","Tunisia"
"Turkey","Turkey"
"Turkey","Turkmenistan"
"Turkey","Turks and Caicos Islands"
"Turkey","Ukraine"
"Turkey","United Arab Emirates"
"Turkey","United Kingdom"
"Turkey","United States"
"Turkey","United States Minor Outlying Islands"
"Turkey","United States Virgin Islands"
"Turkey","Uruguay"
"Turkey","Venezuela"
"Turkey","Vietnam"
"Turkey","Yemen"
"Turkmenistan","Australia"
"Turkmenistan","Canada"
"Turkmenistan","Cyprus"
"Turkmenistan","Germany"
"Turkmenistan","Israel"
"Turkmenistan","Malaysia"
"Turkmenistan","New Zealand"
"Turkmenistan","Poland"
"Turkmenistan","Russia"
"Turkmenistan","Spain"
"Turkmenistan","Sri Lanka"
"Turkmenistan","United Kingdom"
"Turkmenistan","United States"
"Turks and Caicos Islands","Australia"
"Turks and Caicos Islands","Bangladesh"
"Turks and Caicos Islands","Canada"
"Turks and Caicos Islands","Indonesia"
"Turks and Caicos Islands","Ireland"
"Turks and Caicos Islands","Kenya"
"Turks and Caicos Islands","Philippines"
"Turks and Caicos Islands","Portugal"
"Turks and Caicos Islands","United Kingdom"
"Turks and Caicos Islands","United States"
"Tuvalu","Australia"
"Tuvalu","Austria"
"Tuvalu","Canada"
"Tuvalu","Colombia"
"Tuvalu","Germany"
"Tuvalu","Italy"
"Tuvalu","South Africa"
"Tuvalu","Sweden"
"Tuvalu","United Kingdom"
"Tuvalu","United States"
"Tuvalu","United States Virgin Islands"
"Uganda","Albania"
"Uganda","Algeria"
"Uganda","American Samoa"
"Uganda","Andorra"
"Uganda","Angola"
"Uganda","Anguilla"
"Uganda","Antarctica"
"Uganda","Antigua and Barbuda"
"Uganda","Argentina"
"Uganda","Armenia"
"Uganda","Aruba"
"Uganda","Australia"
"Uganda","Austria"
"Uganda","Azerbaijan"
"Uganda","Bahrain"
"Uganda","Bangladesh"
"Uganda","Barbados"
"Uganda","Belarus"
"Uganda","Belgium"
"Uganda","Bermuda"
"Uganda","Bhutan"
"Uganda","Bolivia"
"Uganda","Bosnia and Herzegovina"
"Uganda","Brazil"
"Uganda","Bulgaria"
"Uganda","Cambodia"
"Uganda","Cameroon"
"Uganda","Canada"
"Uganda","Cayman Islands"
"Uganda","Chile"
"Uganda","China"
"Uganda","Colombia"
"Uganda","Croatia"
"Uganda","Cyprus"
"Uganda","Czech Republic"
"Uganda","Denmark"
"Uganda","Egypt"
"Uganda","Estonia"
"Uganda","Ethiopia"
"Uganda","Finland"
"Uganda","France"
"Uganda","Gabon"
"Uganda","Germany"
"Uganda","Ghana"
"Uganda","Greece"
"Uganda","Grenada"
"Uganda","Guatemala"
"Uganda","Haiti"
"Uganda","Hong Kong"
"Uganda","Hungary"
"Uganda","Iceland"
"Uganda","India"
"Uganda","Indonesia"
"Uganda","Ireland"
"Uganda","Israel"
"Uganda","Italy"
"Uganda","Jamaica"
"Uganda","Japan"
"Uganda","Kenya"
"Uganda","Kuwait"
"Uganda","Lebanon"
"Uganda","Lithuania"
"Uganda","Luxembourg"
"Uganda","Macedonia"
